account_key,status,join_date,cancel_date,days_to_cancel,is_udacity,is_canceled
909,canceled,05-12-2014,28-12-2014,23,FALSE,TRUE
1156,canceled,06-12-2014,08-12-2014,2,FALSE,TRUE
524,canceled,06-12-2014,03-02-2015,59,FALSE,TRUE
524,current,04-03-2015,,,FALSE,FALSE
560,current,06-12-2014,,,FALSE,FALSE
570,current,07-12-2014,,,FALSE,FALSE
581,current,07-12-2014,,,FALSE,FALSE
759,canceled,08-12-2014,03-02-2015,57,FALSE,TRUE
759,canceled,08-04-2015,15-04-2015,7,FALSE,TRUE
759,canceled,03-02-2015,08-04-2015,64,FALSE,TRUE
896,canceled,08-12-2014,03-02-2015,57,FALSE,TRUE
896,canceled,10-03-2015,08-04-2015,29,FALSE,TRUE
896,canceled,03-02-2015,10-03-2015,35,FALSE,TRUE
896,current,08-04-2015,,,FALSE,FALSE
346,current,08-12-2014,,,FALSE,FALSE
346,canceled,05-12-2014,05-12-2014,0,FALSE,TRUE
411,canceled,08-12-2014,03-02-2015,57,FALSE,TRUE
411,canceled,10-03-2015,08-04-2015,29,FALSE,TRUE
411,canceled,03-02-2015,10-03-2015,35,FALSE,TRUE
411,canceled,08-04-2015,15-06-2015,68,FALSE,TRUE
705,canceled,08-12-2014,14-12-2014,6,FALSE,TRUE
705,canceled,08-04-2015,28-04-2015,20,FALSE,TRUE
776,canceled,08-12-2014,03-02-2015,57,FALSE,TRUE
557,canceled,08-12-2014,03-02-2015,57,FALSE,TRUE
557,current,10-03-2015,,,FALSE,FALSE
557,canceled,03-02-2015,10-03-2015,35,FALSE,TRUE
1234,canceled,09-12-2014,14-12-2014,5,FALSE,TRUE
634,canceled,09-12-2014,16-06-2015,189,FALSE,TRUE
1124,canceled,09-12-2014,03-02-2015,56,FALSE,TRUE
1124,current,08-04-2015,,,FALSE,FALSE
1124,canceled,03-02-2015,08-04-2015,64,FALSE,TRUE
932,canceled,09-12-2014,16-01-2015,38,FALSE,TRUE
817,canceled,09-12-2014,09-12-2014,0,FALSE,TRUE
169,canceled,09-12-2014,14-12-2014,5,FALSE,TRUE
169,canceled,05-02-2015,12-08-2015,188,FALSE,TRUE
350,current,07-01-2015,,,FALSE,FALSE
345,current,07-01-2015,,,FALSE,FALSE
1171,canceled,07-01-2015,07-01-2015,0,FALSE,TRUE
530,current,07-01-2015,,,FALSE,FALSE
383,current,07-01-2015,,,FALSE,FALSE
1271,canceled,07-01-2015,13-01-2015,6,FALSE,TRUE
229,canceled,07-01-2015,14-06-2015,158,FALSE,TRUE
876,canceled,08-01-2015,11-01-2015,3,FALSE,TRUE
622,canceled,08-01-2015,15-06-2015,158,FALSE,TRUE
1065,canceled,08-01-2015,11-01-2015,3,FALSE,TRUE
884,canceled,08-01-2015,08-01-2015,0,FALSE,TRUE
730,canceled,08-01-2015,30-01-2015,22,FALSE,TRUE
905,canceled,08-01-2015,15-03-2015,66,FALSE,TRUE
356,current,09-01-2015,,,FALSE,FALSE
1164,canceled,09-01-2015,14-01-2015,5,FALSE,TRUE
170,canceled,09-01-2015,16-08-2015,219,FALSE,TRUE
467,canceled,10-01-2015,02-07-2015,173,FALSE,TRUE
780,canceled,11-01-2015,18-02-2015,38,FALSE,TRUE
418,canceled,11-01-2015,18-07-2015,188,FALSE,TRUE
1074,canceled,11-01-2015,10-03-2015,58,FALSE,TRUE
1074,canceled,10-03-2015,18-04-2015,39,FALSE,TRUE
859,canceled,11-01-2015,18-02-2015,38,FALSE,TRUE
859,canceled,15-11-2014,22-11-2014,7,FALSE,TRUE
91,canceled,10-11-2014,10-03-2015,120,FALSE,TRUE
91,current,10-03-2015,,,FALSE,FALSE
12,current,10-11-2014,,,FALSE,FALSE
3,canceled,10-11-2014,10-03-2015,120,FALSE,TRUE
3,current,10-03-2015,,,FALSE,FALSE
157,canceled,10-11-2014,10-03-2015,120,FALSE,TRUE
157,canceled,10-03-2015,17-07-2015,129,FALSE,TRUE
224,current,10-11-2014,,,FALSE,FALSE
562,current,10-11-2014,,,FALSE,FALSE
1098,current,10-11-2014,,,FALSE,FALSE
378,canceled,10-11-2014,10-03-2015,120,FALSE,TRUE
378,canceled,10-03-2015,17-04-2015,38,FALSE,TRUE
1214,canceled,10-11-2014,15-01-2015,66,FALSE,TRUE
483,canceled,10-11-2014,20-04-2015,161,FALSE,TRUE
1094,canceled,10-11-2014,17-12-2014,37,FALSE,TRUE
882,canceled,10-11-2014,17-12-2014,37,FALSE,TRUE
412,canceled,10-11-2014,10-03-2015,120,FALSE,TRUE
412,current,01-04-2015,,,FALSE,FALSE
412,canceled,10-03-2015,01-04-2015,22,FALSE,TRUE
390,current,10-11-2014,,,FALSE,FALSE
366,canceled,10-11-2014,10-03-2015,120,FALSE,TRUE
366,canceled,01-04-2015,17-04-2015,16,FALSE,TRUE
366,canceled,10-03-2015,01-04-2015,22,FALSE,TRUE
81,current,10-11-2014,,,FALSE,FALSE
696,canceled,10-11-2014,14-01-2015,65,FALSE,TRUE
696,canceled,14-01-2015,20-01-2015,6,FALSE,TRUE
892,canceled,10-11-2014,12-11-2014,2,FALSE,TRUE
1142,canceled,10-11-2014,14-01-2015,65,FALSE,TRUE
1142,canceled,10-03-2015,17-07-2015,129,FALSE,TRUE
1142,canceled,14-01-2015,10-03-2015,55,FALSE,TRUE
234,current,11-11-2014,,,FALSE,FALSE
148,canceled,11-11-2014,10-03-2015,119,FALSE,TRUE
148,canceled,01-04-2015,18-04-2015,17,FALSE,TRUE
148,canceled,10-03-2015,01-04-2015,22,FALSE,TRUE
630,canceled,11-11-2014,18-03-2015,127,FALSE,TRUE
1083,canceled,11-11-2014,12-11-2014,1,FALSE,TRUE
1011,canceled,11-11-2014,12-11-2014,1,FALSE,TRUE
1011,canceled,08-04-2015,15-05-2015,37,FALSE,TRUE
1114,canceled,12-11-2014,18-11-2014,6,FALSE,TRUE
161,canceled,12-11-2014,19-05-2015,188,FALSE,TRUE
441,canceled,12-11-2014,19-06-2015,219,FALSE,TRUE
712,canceled,13-11-2014,20-03-2015,127,FALSE,TRUE
273,current,14-11-2014,,,FALSE,FALSE
76,canceled,14-11-2014,15-11-2014,1,FALSE,TRUE
76,current,15-01-2015,,,FALSE,FALSE
76,canceled,15-11-2014,15-01-2015,61,FALSE,TRUE
938,canceled,14-11-2014,16-01-2015,63,FALSE,TRUE
131,current,14-11-2014,,,FALSE,FALSE
231,current,14-11-2014,,,FALSE,FALSE
1085,canceled,14-11-2014,18-11-2014,4,FALSE,TRUE
327,current,14-11-2014,,,FALSE,FALSE
829,canceled,15-11-2014,22-12-2014,37,FALSE,TRUE
829,canceled,14-11-2014,15-11-2014,1,FALSE,TRUE
203,canceled,15-11-2014,21-11-2014,6,FALSE,TRUE
203,canceled,12-05-2015,19-07-2015,68,FALSE,TRUE
277,current,15-11-2014,,,FALSE,FALSE
280,current,15-11-2014,,,FALSE,FALSE
308,current,16-11-2014,,,FALSE,FALSE
1239,canceled,17-11-2014,19-11-2014,2,FALSE,TRUE
1230,canceled,17-11-2014,19-11-2014,2,FALSE,TRUE
875,canceled,17-11-2014,17-11-2014,0,FALSE,TRUE
202,current,03-12-2014,,,FALSE,FALSE
563,canceled,03-12-2014,10-07-2015,219,FALSE,TRUE
1167,canceled,03-12-2014,10-01-2015,38,FALSE,TRUE
643,canceled,03-12-2014,03-02-2015,62,FALSE,TRUE
643,canceled,10-03-2015,08-04-2015,29,FALSE,TRUE
643,current,18-04-2015,,,FALSE,FALSE
643,canceled,08-04-2015,18-04-2015,10,FALSE,TRUE
643,canceled,03-02-2015,10-03-2015,35,FALSE,TRUE
110,canceled,03-12-2014,10-05-2015,158,FALSE,TRUE
244,current,04-12-2014,,,FALSE,FALSE
1289,canceled,04-12-2014,03-02-2015,61,FALSE,TRUE
1120,canceled,04-12-2014,04-12-2014,0,FALSE,TRUE
500,canceled,05-12-2014,03-02-2015,60,FALSE,TRUE
500,canceled,12-11-2014,17-11-2014,5,FALSE,TRUE
500,current,03-02-2015,,,FALSE,FALSE
728,canceled,05-12-2014,05-12-2014,0,FALSE,TRUE
209,current,05-12-2014,,,FALSE,FALSE
292,current,05-12-2014,,,FALSE,FALSE
546,current,05-12-2014,,,FALSE,FALSE
1160,canceled,05-12-2014,12-01-2015,38,FALSE,TRUE
64,canceled,06-12-2014,13-04-2015,128,FALSE,TRUE
637,canceled,06-12-2014,10-12-2014,4,FALSE,TRUE
637,canceled,10-03-2015,14-04-2015,35,FALSE,TRUE
637,canceled,06-05-2015,13-08-2015,99,FALSE,TRUE
637,canceled,07-01-2015,10-03-2015,62,FALSE,TRUE
52,canceled,07-12-2014,14-03-2015,97,FALSE,TRUE
747,canceled,07-12-2014,13-12-2014,6,FALSE,TRUE
747,current,02-04-2015,,,FALSE,FALSE
450,current,07-12-2014,,,FALSE,FALSE
111,canceled,07-12-2014,01-03-2015,84,FALSE,TRUE
583,canceled,08-12-2014,15-05-2015,158,FALSE,TRUE
461,current,08-12-2014,,,FALSE,FALSE
1199,canceled,08-12-2014,15-01-2015,38,FALSE,TRUE
743,canceled,09-12-2014,16-01-2015,38,FALSE,TRUE
474,canceled,09-12-2014,16-03-2015,97,FALSE,TRUE
960,canceled,09-12-2014,15-12-2014,6,FALSE,TRUE
667,canceled,09-12-2014,16-01-2015,38,FALSE,TRUE
1095,canceled,09-12-2014,13-12-2014,4,FALSE,TRUE
1095,canceled,06-06-2015,13-08-2015,68,FALSE,TRUE
79,canceled,09-12-2014,16-07-2015,219,FALSE,TRUE
691,canceled,07-01-2015,10-01-2015,3,FALSE,TRUE
66,current,07-01-2015,,,FALSE,FALSE
197,canceled,07-01-2015,14-06-2015,158,FALSE,TRUE
67,canceled,07-01-2015,14-03-2015,66,FALSE,TRUE
678,canceled,08-01-2015,15-02-2015,38,FALSE,TRUE
873,canceled,08-01-2015,30-01-2015,22,FALSE,TRUE
623,canceled,08-01-2015,15-04-2015,97,FALSE,TRUE
623,canceled,07-12-2014,14-12-2014,7,FALSE,TRUE
791,current,08-01-2015,,,FALSE,FALSE
507,canceled,09-01-2015,10-03-2015,60,FALSE,TRUE
507,current,10-03-2015,,,FALSE,FALSE
488,current,09-01-2015,,,FALSE,FALSE
488,canceled,15-11-2014,20-11-2014,5,FALSE,TRUE
270,canceled,09-01-2015,31-05-2015,142,FALSE,TRUE
362,canceled,09-01-2015,05-02-2015,27,FALSE,TRUE
362,canceled,05-02-2015,16-04-2015,70,FALSE,TRUE
263,canceled,10-01-2015,17-04-2015,97,FALSE,TRUE
263,current,12-08-2015,,,FALSE,FALSE
263,canceled,01-06-2015,08-07-2015,37,FALSE,TRUE
965,canceled,10-01-2015,17-04-2015,97,FALSE,TRUE
761,canceled,11-01-2015,18-02-2015,38,FALSE,TRUE
1191,canceled,11-01-2015,11-01-2015,0,FALSE,TRUE
598,current,12-01-2015,,,FALSE,FALSE
785,canceled,12-01-2015,10-03-2015,57,FALSE,TRUE
785,canceled,08-04-2015,19-05-2015,41,FALSE,TRUE
785,canceled,10-03-2015,08-04-2015,29,FALSE,TRUE
989,canceled,12-01-2015,18-02-2015,37,FALSE,TRUE
989,canceled,08-04-2015,19-06-2015,72,FALSE,TRUE
989,canceled,18-02-2015,08-04-2015,49,FALSE,TRUE
28,current,12-01-2015,,,FALSE,FALSE
1293,canceled,08-12-2014,10-12-2014,2,FALSE,TRUE
166,current,08-12-2014,,,FALSE,FALSE
682,canceled,08-12-2014,15-12-2014,7,FALSE,TRUE
682,canceled,07-12-2014,07-12-2014,0,FALSE,TRUE
682,canceled,08-04-2015,15-05-2015,37,FALSE,TRUE
1295,canceled,09-12-2014,15-12-2014,6,FALSE,TRUE
1295,canceled,17-07-2015,22-07-2015,5,FALSE,TRUE
695,canceled,09-12-2014,15-12-2014,6,FALSE,TRUE
671,canceled,09-12-2014,03-02-2015,56,FALSE,TRUE
907,canceled,09-12-2014,15-12-2014,6,FALSE,TRUE
1121,canceled,29-12-2014,12-01-2015,14,FALSE,TRUE
1121,canceled,11-11-2014,29-12-2014,48,FALSE,TRUE
1121,canceled,12-01-2015,18-02-2015,37,FALSE,TRUE
966,canceled,07-01-2015,10-03-2015,62,FALSE,TRUE
966,current,10-03-2015,,,FALSE,FALSE
442,canceled,07-01-2015,10-03-2015,62,FALSE,TRUE
442,current,10-03-2015,,,FALSE,FALSE
442,canceled,15-03-2015,27-04-2015,43,FALSE,TRUE
442,current,14-05-2015,,,FALSE,FALSE
5,canceled,07-01-2015,16-04-2015,99,FALSE,TRUE
5,canceled,07-01-2015,07-01-2015,0,FALSE,TRUE
1283,canceled,07-01-2015,10-01-2015,3,FALSE,TRUE
592,current,07-01-2015,,,FALSE,FALSE
1137,canceled,08-01-2015,10-01-2015,2,FALSE,TRUE
34,canceled,08-01-2015,03-02-2015,26,FALSE,TRUE
34,canceled,16-11-2014,08-01-2015,53,FALSE,TRUE
34,current,03-02-2015,,,FALSE,FALSE
824,canceled,09-01-2015,31-01-2015,22,FALSE,TRUE
824,canceled,10-02-2015,04-03-2015,22,FALSE,TRUE
0,current,09-01-2015,,,FALSE,FALSE
688,canceled,09-01-2015,11-01-2015,2,FALSE,TRUE
527,current,09-01-2015,,,FALSE,FALSE
